log_packs_per_capita,log_real_price,real_sales_tax
4.7577735179925025,4.553501879962688,0.7884121477370803
4.856198064021435,4.546562008992547,0
4.649403445366494,4.61422528308787,4.805221101108278
4.608793983190342,4.607373554127143,5.672862669344178
4.727065104021972,4.4728771634939966,0
4.693898304475791,4.778975070978786,8.813507254816061
4.968778981894856,4.556531001176216,0
4.805504548929117,4.674200262490522,5.102232160761475
4.846032776931604,4.501719984216966,0.7823728011369394
4.73396422262042,4.550172182177428,3.6403344862068083
4.634904819203639,4.560500694299877,3.6781287065947477
4.813877886676309,4.575364739175307,0.8506048320533465
4.924622508369675,4.492971000327063,4.2565056033907185
4.759438547750768,4.521090447495785,2.677740279290976
5.22593583199142,4.392672061702909,3.8502952867348643
4.848565410706122,4.612522272322763,3.8745342140639654
4.750806985769895,4.6471068464326075,0
4.795614549613356,4.448175759390262,0
4.8529434668180125,4.60002222819617,4.737453498958897
4.852068171755184,4.579892142051475,0.772150050375902
4.726531069150286,4.6598701712778245,5.978623425157746
4.8704067206489565,4.525279401749439,0.7944550395949188
4.762517329002123,4.583499682723664,5.539032734029602
4.646867676056497,4.5248111824426385,0
5.045254202478002,4.369024213829012,3.037174465015104
4.658381858532429,4.597782378820535,3.817845542425564
4.676389834585011,4.5769568447949345,3.7391585463645147
5.288236666784612,4.485875808791265,0
4.758073903378011,4.631010626904766,0
4.485735310339225,4.559320882452905,3.673791083721
4.9555160308181,4.664600148119851,6.0069713062347
4.759288734649035,4.6272101598339805,0.8189297265653327
4.848890493307228,4.536148236633901,4.444313860783473
4.8452838560459535,4.546493813901175,0.7680446418857565
4.782929655491295,4.501804118146279,0
4.768164721819145,4.6187761592729135,5.737918149304576
4.888707059393074,4.541292343461707,0
4.845834878801001,4.433658975483775,4.011384708993038
4.668992097959871,4.502319303711726,0
4.866261292076079,4.551187949798212,5.362918509369799
4.745826755557335,4.603123480720851,3.838291043947639
4.220187724190802,4.629008698038472,5.796932510035791
4.897912902820458,4.444348215887253,3.2747829582118744
4.978683702216295,4.5417050883213514,0
4.566721690467152,4.790129934654461,7.8712061033384995
4.6809916790244275,4.668110136364501,5.071250153166204
4.726036503264709,4.61728286647441,4.819933920826877
4.862908334898979,4.464354433238699,0
4.716218353666047,4.698242253876648,0.9616802764706489
4.762325924260892,4.743322990033172,4.415966201838526
4.4521362326500515,4.728514584906838,5.387018317370299
4.306764931620447,4.967907642671653,8.135424679699087
4.490186934398718,4.724057810753304,0
4.508839114768014,4.94624990967858,10.418262827768551
4.823124392593453,4.666379759416098,0
4.661010864591682,4.857760215215926,7.286918626657792
4.724202847437873,4.652093840090335,0.9467615111761836
4.581594274484008,4.801815382464497,4.6819705743662094
4.514315010829808,4.744657696376221,5.47468923039316
4.564339052047206,4.809193139374447,6.941471062786908
4.862728137591878,4.6767790054875285,5.115404267273231
4.558681966257674,4.753321996343845,4.460341611706018
5.228334036282587,4.555617119734094,4.531688421375196
4.676913614889973,4.746033823994719,4.427953166343038
4.580329824980408,4.848438878917347,6.073386592921706
4.6048718321588415,4.6551013233535725,0
4.744232434012126,4.84775624143794,6.069242086080613
4.742685170657496,4.713665545978378,0.914178974471674
4.49382638252649,4.920827626426593,7.761283702620655
4.795482926497391,4.617066876688056,0.9034689266876316
4.6575391726683115,4.7430697689632195,6.497322944095665
4.464690357515355,4.68644811007989,0
